Filename	Dimension1	Dimension2	Dimension3	Dimension4	Dimension5	Dimension6	Closest Text Type
DEM-KDJ-004	24.44	-0.19	2.37	-0.61	-2.67	-0.43	Informational interaction
DEM-KE2-006	25.97	-3.54	-2.76	-2.45	-1.92	3.91	Informational interaction
DEM-KE2-003	26.82	-2.87	-6.65	-4.54	3.3	-1.43	Informational interaction
DEM-KE2-008	33.54	-3.69	0.9	-3.27	-3.92	2.53	Informational interaction
DEM-KE2-009	36.09	0.2	-2.14	3.93	-3.92	2.17	Informational interaction
DEM-KE2-010	35.68	0.5	-4.06	-9.27	-3.92	10	Informational interaction
DEM-KE2-005	18.59	-0.49	-1.42	-0.48	-1.14	1.05	Informational interaction
DEM-KE2-012	23.84	-3.92	-0.7	-4.33	-2.28	4.55	Informational interaction
DEM-KE2-013	1.74	-2.39	-2.92	6.32	-1.51	-0.12	Involved persuasion
DEM-KE2-014	28.37	-7.38	-2.44	-0.390000000000001	0.7	-3.5	Informational interaction
DEM-KE2-015	26.24	6.96	-5.02	-9.27	-3.92	1	Informational interaction
DEM-KE2-016	13.22	-7.38	1.62	-9.27	-3.92	3.86	Involved persuasion
DEM-KE2-017	-5.15	-2.88	9.95	-4.02	3.77	-1.46	Scientific exposition
DEM-KE2-018	6.71	-0.94	1.37	-3.71	-2.76	0.1	Involved persuasion
DEM-KE2-019	31.14	-6.06	-6.27	5.89	-3.06	-0.78	Informational interaction
DEM-KE2-020	28.62	-2.42	1.04	3.16	-3.14	1.41	Informational interaction
DEM-KE2-007	15.95	-4.59	0.54	-2.74	-2.56	-0.08	Involved persuasion
DEM-KE2-022	30.91	-3.92	-0.85	-9.27	1.99	-3.5	Informational interaction
DEM-KE2-023	25.33	-4.54	-1.13	-5.44	-3.92	0.34	Informational interaction
DEM-KE2-024	22.68	8.96	-6.59	8.47	-2.65	-1.5	Informational interaction
DEM-KE2-025	18.38	2.16	3.76	-0.44	-3.5	2.16	Informational interaction
DEM-KE2-026	29.59	0.64	-2.46	7.63	-2.23	1.81	Informational interaction
DEM-KE2-027	33.2	-0.15	-3.23	4.07	-3.92	-0.97	Informational interaction
DEM-KE2-028	24.25	-4.86	4.66	22.89	-3.92	3.72	Informational interaction
DEM-KE2-029	20.75	3.04	-4.27	7.16	-3.92	-1.85	Informational interaction
DEM-KE2-030	25.41	-2.7	-0.0999999999999996	-9.27	-3.92	2.64	Informational interaction
DEM-KE2-031	28.09	-0.52	-3.92	-0.6	-3.92	-2.04	Informational interaction
DEM-KE2-032	23.29	-5.83	-1.79	-9.27	-0.89	3.86	Informational interaction
DEM-KE2-033	30.44	-7.38	1.62	-2.07	-3.92	-3.5	Informational interaction
DEM-KE2-034	-5.2	9.3	-0.61	-9.27	-3.92	3.86	General narrative exposition
DEM-KE2-035	39.71	-6.75	-4.58	5.96	1.99	-1.24	Intimate interpersonal interaction
DEM-KE2-036	26.35	-7.38	-7.11	-2.94	-3.92	3.86	Informational interaction
DEM-KE2-037	24.85	3.44	-1.92	-1.78	-1.61	-1.71	Informational interaction
DEM-KE2-038	33.1	3.1	2.16	-1.96	-3	-0.23	Informational interaction
DEM-KE2-039	9.43	-1.54	1.55	-0.3	-2.03	2.22	Involved persuasion
DEM-KE2-011	35.69	-6.05	-7.68	14.36	-1.67	-3.5	Informational interaction
DEM-KE2-041	26.1	-3.46	0.94	0.01	-3.59	2.69	Informational interaction
DEM-KE2-042	54.81	0.64	-3.95	10.51	-0.65	-1.78	Intimate interpersonal interaction
DEM-KE2-043	33.02	3.75	-3.55	-9.27	-3.92	-3.5	Informational interaction
DEM-KE2-044	42.7	-7.38	1.62	4.07	-3.92	-3.5	Intimate interpersonal interaction
DEM-KE2-045	35.82	-4.39	1.62	-1.61	2.53	-3.5	Informational interaction
DEM-KE2-046	38.15	-1.18	-2.5	14.38	-3.92	1.5	Intimate interpersonal interaction
DEM-KE2-047	3.15	1.42	-0.65	-2.29	0.4	1.43	Imaginative narrative
DEM-KE2-048	43	-2.31	-2.47	0.39	-3.55	0.86	Intimate interpersonal interaction
DEM-KE2-049	27.53	-5.57	0.91	3.73	-3.92	5.19	Informational interaction
DEM-KE2-050	31.86	-0.9	-3.96	-0.87	-3.07	0.33	Informational interaction
DEM-KE2-051	36.54	-6.88	-5.74	0.43	-1.62	0.12	Informational interaction
DEM-KE2-052	34.27	-2.52	-5.51	-2.46	-0.77	5.05	Informational interaction
DEM-KE2-053	31.04	-3.29	0.15	4.11	-2.28	-2.4	Informational interaction
DEM-KE2-054	13.92	0.93	-3.02	-9.27	-3.92	1.36	Imaginative narrative
DEM-KE2-055	38.05	-4.61	-7.24	-0.46	-3.92	-0.19	Intimate interpersonal interaction
DEM-KE2-056	29.19	-3.48	-2.86	-1.7	-3.01	-1.31	Informational interaction
DEM-KE2-057	32.33	-7.38	1.91	2.09	-3.92	2.05	Informational interaction
DEM-KE2-021	30.34	-4.09	-2.18	0.96	-1.71	3.45	Informational interaction
DEM-KE2-059	25.99	-0.53	-0.77	2.77	-0.56	-0.83	Informational interaction
DEM-KE2-060	34.57	-4.28	-5.23	6.31	-3.92	-1.21	Informational interaction
DEM-KE2-061	24.88	-7.38	1.62	-9.27	-3.92	3.86	Informational interaction
DEM-KE2-062	29.32	-0.73	-11.43	-9.27	-3.92	2.64	Informational interaction
DEM-KE2-063	18.47	-4.8	-0.27	-3.27	-3.92	-3.5	Informational interaction
DEM-KE2-064	39	-3.77	-7.95	-4.45	-3.92	2.93	Intimate interpersonal interaction
DEM-KE2-065	33.58	-4.6	-0.16	-9.27	-3.92	3.86	Informational interaction
DEM-KE2-066	24.5	-5.85	-10.75	-3.11	-3.92	3.86	Informational interaction
DEM-KE2-067	35.24	-0.93	-2.63	6.99	-1.36	0.91	Informational interaction
DEM-KE2-068	39.08	1.79	-5.92	1.3	13.45	-3.5	Intimate interpersonal interaction
DEM-KE2-069	32.02	3.37	0.29	-3.73	-3.92	2.05	Informational interaction
DEM-KE2-070	-10.35	0.89	-0.0499999999999998	-9.27	0.53	-3.5	General narrative exposition
DEM-KE2-071	31.19	-7.38	-2.44	-9.27	-3.92	2.17	Informational interaction
DEM-KE2-072	4.55	0.76	-0.57	-9.27	1.89	-3.5	Imaginative narrative
DEM-KE2-073	4.57	1.69	1.62	-9.27	-3.92	-3.5	Imaginative narrative
DEM-KE2-074	12.04	0.710000000000001	-8.19	4.26	-3.92	3.86	Imaginative narrative
DEM-KE2-075	29.37	4.54	-4.62	-2.77	-2.62	-0.17	Informational interaction
DEM-KE2-076	41.12	2.21	-6.75	1.65	-3.92	5.72	Intimate interpersonal interaction
DEM-KE2-077	32.79	-2.86	-3.93	4.43	-2.95	-1.55	Informational interaction
DEM-KE2-078	38.87	1.06	-2.58	2.02	-0.85	-1.17	Intimate interpersonal interaction
DEM-KE2-040	36.96	-4.54	-3.74	1.63	-3.45	1.31	Informational interaction
DEM-KE2-080	26.01	-1.11	-2.8	-3.14	-2.5	-0.08	Informational interaction
DEM-KE2-081	19.08	-3.6	-1.16	-1.88	2.79	-0.93	Informational interaction
DEM-KE2-082	14.08	-7.38	-1.83	10.86	-3.92	-3.5	Involved persuasion
DEM-KE2-083	40.4	-2.1	-3.77	-1.74	-3.44	1.76	Intimate interpersonal interaction
DEM-KE2-084	10.68	-0.52	3.46	3.3	-1.59	-3.5	Involved persuasion
DEM-KE2-085	9.77	2.47	1.07	1.03	-1.87	-0.57	Involved persuasion
DEM-KE2-086	14.67	-0.96	2.67	-8.66	-2.88	-1.85	Involved persuasion
DEM-KE2-087	45.34	8.75	-0.75	-9.27	-3.92	-3.5	Intimate interpersonal interaction
DEM-KE2-088	15.71	-1.25	1.62	-9.27	-3.92	10	Involved persuasion
DEM-KE2-089	28.15	-3.73	-0.740000000000001	1.27	-3.92	-0.05	Informational interaction
DEM-KE2-090	36.61	1.69	-4.48	1.82	-3.44	1.5	Informational interaction
DEM-KE2-091	37.18	-1.95	-2.41	-2.74	1.04	-2.33	Informational interaction
DEM-KE2-092	33.15	-1.68	-1.35	5.77	-3.26	1.69	Informational interaction
DEM-KE2-058	44.48	-1.71	-7.8	-3.97	-3.92	3.86	Intimate interpersonal interaction
DEM-KE2-094	34.22	-2.96	-3.18	0.19	-3.92	-3.5	Informational interaction
DEM-KE2-095	21.04	-4.46	-1.71	5.83	0.81	0.19	Informational interaction
DEM-KE2-096	12.08	5.22	0.899999999999999	7.38	2.07	-0.71	Involved persuasion
DEM-KE2-097	14.28	-3.05	-7.26	-7.15	-3.64	-1.96	Situated reportage
DEM-KE2-098	13.82	-4.47	-3.48	-3.06	-1.37	-0.97	Involved persuasion
DEM-KE2-099	22.44	-5.81	-3.79	-9.27	-3.92	10	Informational interaction
DEM-KE2-079	23.11	-0.96	4.32	-9.27	-3.92	-3.5	Informational interaction
DEM-KE2-101	28.21	-1.82	-3.97	-6.82	0.23	8.59	Informational interaction
DEM-KE2-102	24.02	0.86	1.76	1.62	3.23	6.8	Informational interaction
DEM-KE2-103	31.21	-3.24	-4.79	-0.81	-2.91	1.29	Informational interaction
DEM-KE2-104	10.27	-7.38	-1.09	-2.07	-3.92	-3.5	Involved persuasion
DEM-KE2-105	39.9	-7.38	-6.9	-9.27	-3.92	-3.5	Intimate interpersonal interaction
DEM-KE2-106	36.09	-3.01	-5.01	5.3	-0.53	1.7	Informational interaction
DEM-KE2-107	1.29	-7.38	1.62	-9.27	-3.92	3.86	Involved persuasion
DEM-KE2-108	43.36	-6.03	-0.36	5.8	-2.85	2.55	Intimate interpersonal interaction
DEM-KE2-109	31.5	-3.35	-4.39	3.81	-3.92	5.04	Informational interaction
DEM-KE2-110	37.43	-6.72	-7.51	3.2	-3.92	1.26	Intimate interpersonal interaction
DEM-KE2-111	23.57	-7.38	-7.11	-2.94	-3.92	-3.5	Informational interaction
DEM-KE2-112	32.96	-4.56	-3.85	0.14	-3.56	1.6	Informational interaction
DEM-KE2-113	29.73	-0.44	-3.17	0.49	-1.49	2.61	Informational interaction
DEM-KE2-114	27.37	-1.49	-4.37	2.53	-2.41	0.33	Informational interaction
DEM-KE2-115	19.57	-3.08	-6.53	-2.07	-3.92	1.36	Informational interaction
DEM-KE2-116	52.41	-7.38	-6.91	-9.27	-3.92	-3.5	Intimate interpersonal interaction
DEM-KE2-117	39.58	-6.89	-6.03	4.72	-3.92	3.62	Intimate interpersonal interaction
DEM-KE2-093	-0.72	-1.61	1.94	-4.11	0.69	0.45	Involved persuasion
DEM-KE2-119	47.82	-2.25	-0.85	-1.01	1.71	-0.88	Intimate interpersonal interaction
DEM-KE2-120	31.43	-0.98	-3.02	-0.61	-3.45	-0.05	Informational interaction
DEM-KE2-121	42.99	-4.85	-4.16	-1.71	-3.92	3.83	Intimate interpersonal interaction
DEM-KE2-122	14.7	-7.38	3.33	-3.27	-3.92	3.86	Involved persuasion
DEM-KE2-123	38.19	-4.11	2.73	-0.89	-3.92	-1.54	Informational interaction
DEM-KE2-124	34.1	-4.63	-9.69	4.41	-3.92	-1.45	Informational interaction
DEM-KE2-125	11.34	-7.38	-4.06	-3.27	-3.92	-3.5	Involved persuasion
DEM-KE2-126	31.6	-2.13	-3.73	1.03	-2.25	-2.35	Informational interaction
DEM-KE2-127	39.23	-2.23	-0.16	-0.11	-1.9	0.17	Intimate interpersonal interaction
DEM-KE2-128	44.64	0.59	-3.67	2.4	-3.18	-1.16	Intimate interpersonal interaction
DEM-KE2-129	23.72	1.61	2.53	3.17	-2.17	-1.19	Informational interaction
DEM-KE2-100	29.81	3.01	-2.92	1.43	-3.06	0.83	Informational interaction
DEM-KE2-131	54.48	-3.6	-0.48	-2.29	-2.8	-0.85	Intimate interpersonal interaction
DEM-KE2-132	43.42	-0.87	-2.33	-0.62	-0.15	-0.85	Intimate interpersonal interaction
DEM-KE2-133	14.22	-0.98	-5.34	-3.21	-2.49	-0.22	Imaginative narrative
DEM-KE2-134	22.53	-2.67	-3.9	3.5	-3.49	0.31	Informational interaction
DEM-KE2-135	-12.09	-4.78	-0.45	-9.27	-3.92	-3.5	General narrative exposition
DEM-KE2-136	30.75	0.02	-4.69	-3.52	-0.59	0.76	Informational interaction
DEM-KE2-137	34.14	3.81	-1.92	-1.09	-2.89	0.26	Informational interaction
DEM-KE2-138	35.46	-4.58	-0.41	-9.27	-3.02	-3.5	Informational interaction
DEM-KE2-139	16.46	-2.22	-7.27	-0.11	-2.55	0.93	Informational interaction
DEM-KE2-140	13.87	1.58	5.92	-8.16	1.72	-0.54	Involved persuasion
DEM-KE2-141	29.72	-7.38	-5.14	-9.27	-3.92	0.53	Informational interaction
DEM-KE2-142	31.56	-4.04	-4.73	5.8	-1.64	2.48	Informational interaction
DEM-KE2-118	41.46	-3.8	-2.56	-3.27	-3.92	3.5	Intimate interpersonal interaction
DEM-KE2-144	20.84	-4.21	-1.83	-3.38	-2.08	0.39	Informational interaction
DEM-KE2-145	28.94	-0.85	-7.58	1.93	-0.76	-2.57	Informational interaction
DEM-KE2-146	19.21	-0.66	1.07	-1.35	-3.17	-1.52	Informational interaction
DEM-KE2-147	42.85	-6.03	4.8	1.64	2.62	3.4	Intimate interpersonal interaction
DEM-KE2-148	35.17	-4.03	-3.81	5.99	-0.58	2.33	Informational interaction
DEM-KE2-149	31.58	-6.24	-0.34	-3.11	-3.92	-3.5	Informational interaction
DEM-KE2-150	28.58	8.19	-10.81	-9.27	-3.92	-0.78	Informational interaction
DEM-KE2-151	32.74	-3.85	-2.36	1.15	1.05	-1.05	Informational interaction
DEM-KE2-152	25.84	-3.42	-2	-4.5	1.99	1.03	Informational interaction
DEM-KE2-130	47.36	1.28	-4.8	-6.28	-3.5	0.83	Intimate interpersonal interaction
DEM-KE4-001	25.8	-0.81	-3.3	1.5	-0.18	-1.69	Informational interaction
DEM-KE4-002	34.05	1.02	-3.34	0.0100000000000001	-2.76	-0.39	Informational interaction
DEM-KE4-003	34.54	-3.51	0.97	1.9	-3.55	-0.57	Informational interaction
DEM-KE4-004	33.43	-3.45	-6.84	-4.94	-3.92	1.12	Informational interaction
DEM-KE4-005	22.11	-2.9	-5.01	1.82	-3.11	1.6	Informational interaction
DEM-KE4-006	31.51	-4.28	-0.66	-0.45	-3.32	-1.31	Informational interaction
DEM-KE2-143	18.8	-3.09	-4.42	-3.56	0.57	1.81	Informational interaction
DEM-KE4-008	29.85	-3.42	-4.21	2.25	1.54	-1.6	Informational interaction
DEM-KE4-009	34.76	3.21	-2.7	-5.5	-2.97	3.86	Informational interaction
DEM-KE4-010	37.44	-4.6	-3.63	3.77	0.69	1.31	Informational interaction
DEM-KE4-011	35.36	2.35	-0.97	-3.59	-3.5	-1.14	Informational interaction
DEM-KE4-012	36.48	-1.51	-3.28	-1.17	-2.85	-1.1	Informational interaction
DEM-KE4-013	38.68	-0.24	-2.64	1.13	-3.03	-0.74	Intimate interpersonal interaction
DEM-KE4-014	2.26	-6.76	-0.52	-4.77	-3.92	1	Involved persuasion
DEM-KE4-015	45.1	-4.09	-8.1	4.07	-0.7	1.57	Intimate interpersonal interaction
DEM-KE2-153	33.81	2.08	-4.74	-2.05	-0.71	-1.43	Informational interaction
DEM-KE4-017	40.79	-2.86	-4.94	0.18	-3.68	-1.54	Intimate interpersonal interaction
DEM-KE4-018	23.97	-4.13	-2.17	-7.88	-3.92	1.88	Informational interaction
DEM-KE4-019	33.61	-3.92	-5.72	0.460000000000001	-3.92	3.31	Informational interaction
DEM-KE4-020	25.62	-3.22	-3.52	-1.12	-2.37	-0.33	Informational interaction
DEM-KE4-021	39	-3.31	-2.09	5.07	-3.92	-2.04	Intimate interpersonal interaction
DEM-KNR-001	36.99	-0.0700000000000002	-0.39	-0.34	-3.42	2.48	Informational interaction
DEM-KNR-002	34.42	-2.86	-5.54	-3.3	0.2	-2.33	Informational interaction
DEM-KE4-007	34.76	-5.33	-5.28	4.4	-1.83	0.54	Informational interaction
DEM-KP2-001	29.16	-4.87	-0.04	2.32	-1.24	-0.17	Informational interaction
DEM-KP2-002	22.87	-4.29	-1.45	-5.11	-3.7	0.48	Informational interaction
DEM-KP2-003	28.73	-1.19	3.01	0.32	-2.7	0.02	Informational interaction
DEM-KP2-004	26.47	-0.72	-2.74	2.06	-2.69	-1.07	Informational interaction
DEM-KP2-005	33	-1.89	2.69	2.37	-3.7	-2.4	Informational interaction
DEM-KP2-006	26.57	4.03	0.0700000000000002	-5.06	-3.52	-1.92	Informational interaction
DEM-KE4-016	19.6	-1.76	0.57	-2.9	-1.52	-0.4	Informational interaction
DEM-KP2-008	21.96	-1.38	1.75	3.49	-3.92	-0.95	Informational interaction
DEM-KNR-003	29.85	1.87	0.95	-2.71	-2.65	-1.05	Informational interaction
DEM-KP2-010	10.93	-3.37	0.2	-6.12	-2.62	-2.69	Involved persuasion
DEM-KP5-001	34.23	-3.6	-3.77	-0.17	-0.86	-0.21	Informational interaction
DEM-KP2-007	33.1	0.64	-1.87	1.29	-2.38	-2.45	Informational interaction
DEM-KP5-003	31.9	-1.41	-1.08	-1.65	-2.73	-1.14	Informational interaction
DEM-KP2-009	21.1	-1.69	1.49	-5.27	-3.44	-1.57	Informational interaction
DEM-KP7-001	16.24	1.61	-6.57	-1.49	-3.15	-2.9	Imaginative narrative
DEM-KP7-002	43.11	-5.55	0.46	2.9	-3.92	-0.64	Intimate interpersonal interaction
DEM-KP7-003	22.65	-3.92	2.72	-0.64	-1.45	-2.62	Informational interaction
DEM-KP7-004	15.43	-1.49	-3.32	-0.03	-1.45	-0.26	Involved persuasion
DEM-KP5-002	31.35	-1.14	-1.19	-0.52	-2.55	-1.34	Informational interaction
DEM-KPU-002	27.46	-0.91	-0.69	-0.7	-1.9	-0.19	Informational interaction
DEM-KPU-003	21.84	-1.47	-6.22	-2.94	-3.92	1.12	Informational interaction
DEM-KP5-004	31.36	-2.09	-2.36	-0.69	-1.97	-1.09	Informational interaction
DEM-KPX-001	36.78	-1.97	-4.08	-2.24	-2.85	-0.27	Informational interaction
DEM-KPX-002	32.51	-2.58	-1.91	-2.04	-2.52	-1.07	Informational interaction
DEM-KPU-001	30.47	0.16	-1.14	-0.61	-2.09	-0.59	Informational interaction
DEM-KPX-004	25.93	0.11	-0.310000000000001	-4.78	-3.92	-1.08	Informational interaction
DEM-KSN-001	36.87	-0.9	-1.79	-2.27	-2.14	-0.83	Informational interaction
DEM-KSN-002	32.49	-2.55	-1.06	-2.36	-2.06	-0.22	Informational interaction
DEM-KPU-004	29.97	-1.46	-1.88	3.17	-1.21	-0.91	Informational interaction
DEM-KSN-004	27	-4.83	-3.58	-0.64	-3.58	-1.03	Informational interaction
DEM-KSN-005	15.51	-3.79	1.99	-3.83	1.99	-3.5	Involved persuasion
DEM-KSN-006	3.44	-7.38	-2.99	-2.94	-3.92	-3.5	Involved persuasion
DEM-KSN-007	8.5	-4.37	0.78	-4.67	-3.92	-0.43	Involved persuasion
DEM-KSN-008	13.24	-3.33	1.04	-0.88	-2.56	-1.64	Involved persuasion
DEM-KPX-003	30.54	1.1	-2.37	2.68	-3.42	-1.45	Informational interaction
DEM-KSW-001	23.44	-2.93	-6.27	-2.95	-3.44	-1.83	Informational interaction
DEM-KSW-002	38.19	-2.87	-0.93	-4.81	-3.92	-3.5	Intimate interpersonal interaction
DEM-KSW-003	31.64	0.34	-0.99	-3.05	-2.22	-3.16	Informational interaction
DEM-KSW-004	24.39	3.63	-2.08	-3.03	-2.63	-1.6	Informational interaction
DEM-KSW-005	17.15	2.88	-0.98	-5.94	-0.47	-1.33	Imaginative narrative
DEM-KSN-003	42.05	-2.23	-6.66	-5.01	-3.92	-3.5	Intimate interpersonal interaction
DEM-KSN-009	15.44	-3.26	0.62	-2.35	-1.39	-1.31	Involved persuasion
DEM-KSW-006	25.27	3.81	-1.26	0.26	-1.79	-1.32	Informational interaction
CORPUS	28.77	-1.78	-2.15	-0.60	-2.23	-0.34	Informational interaction
