Filename	AMP	ANDC	AWL	CAUS	CONC	COND	CONJ	DEMO	DEMP	DPAR	DWNT	EMPH	EX	FPP1	GER	HDG	INPR	JJ	NEMD	NN	NOMZ	OSUB	PHC	PIN	PIT	PLACE	POMD	PRED	PRMD	RB	SPP2	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	TTR	VBD	VPRT	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	Underused_variables	Overused_variables	
JSC-14A-03O	-1.04	3.31	-0.95	11.35	-0.63	-1.14	-0.75	7.36	-0.96	-0.52	11.50	-1.50	-1.22	2.87	-1.84	-0.46	-0.70	-1.06	-1.00	0.66	-1.38	-0.91	-1.26	-2.74	-1.45	-0.91	-1.66	13.88	-1.33	-0.25	-0.72	-1.06	-0.50	5.90	-1.49	0.98	-0.73	0.48	-0.50	-7.90	-1.32	1.30	8.64	1.32	-0.62	0.37	1.64	-0.25	-1.65	-0.64	-0.59	4.15	-0.86	-1.43	-0.25	-0.80	-2.20	0.00	-0.74	-0.94	-0.76	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	PIN TTR [SPAU] 	ANDC CAUS DEMO DWNT FPP1 PRED THVC XX0 [PRIV] 
JSC-14A-04N	0.23	-0.38	-0.05	4.29	-0.25	0.73	4.50	0.43	-0.23	-0.39	2.31	1.29	0.44	2.11	0.45	-0.46	-0.70	2.35	0.57	-0.27	-0.46	-0.45	1.04	-2.12	0.85	-0.68	0.60	4.65	0.14	-1.80	-0.28	-0.75	0.33	0.34	-0.09	3.87	0.00	-1.14	-0.13	-2.23	-0.72	0.33	0.38	-0.06	-0.38	-0.44	-0.76	-0.25	-0.10	-0.64	-0.12	1.79	-0.46	-0.13	0.50	-0.30	-1.24	3000.00	-0.22	-0.42	0.76	1.00	0.00	-0.33	-0.25	-0.65	-0.44	PIN TTR 	CAUS CONJ DWNT FPP1 JJ PRED TO [SPIN] 
JSC-14A-05N	0.46	0.17	0.02	1.65	0.00	0.14	3.75	-0.10	-0.29	-0.43	0.31	0.48	0.83	1.10	-1.05	-0.46	-0.45	-0.28	7.48	0.53	0.59	-0.09	0.63	-1.40	1.06	-0.76	0.51	5.38	-0.45	-1.76	-0.50	-0.63	3.00	1.41	-0.17	1.75	0.55	-0.84	0.13	-1.37	-0.68	0.34	1.84	-0.20	-0.23	-0.38	0.05	-0.25	-1.31	-0.18	0.12	2.32	-0.51	-0.02	1.00	-0.30	-1.00	2000.00	-0.56	0.10	0.83	2.60	-0.29	0.00	1.85	-0.58	-0.39		CONJ NEMD PRED THAC [PRIV] [SPIN] [WHCL] 
JSC-14A-06N	0.69	-0.27	0.12	1.76	2.25	1.36	5.88	0.64	0.58	-0.26	-0.69	1.19	1.28	1.41	-1.29	-0.15	-0.50	-0.73	6.00	-0.03	0.65	-0.36	0.78	-1.05	1.15	-0.65	1.69	7.54	-0.48	-1.93	-0.51	-0.25	3.67	0.41	-0.46	3.43	1.18	-0.97	0.25	-1.32	-1.11	0.38	0.90	0.59	-0.15	-0.37	0.68	-0.25	-1.21	-0.64	-0.06	1.53	-0.54	-0.56	0.25	0.10	-1.60	0.00	-0.52	-0.10	0.76	1.70	-0.35	-0.33	0.85	-0.55	0.17		CONC CONJ NEMD PRED THAC TO 
JSC-14A-06O	4.08	-0.58	0.38	3.24	1.50	1.86	5.50	1.60	0.77	0.22	-0.19	0.88	0.61	1.31	-1.84	-0.46	-0.70	-0.31	3.76	-0.12	0.58	-0.91	-0.63	-1.21	0.89	-0.41	2.14	7.15	-0.93	-2.50	0.01	0.00	-0.50	0.59	0.40	3.27	2.27	-0.29	-0.50	-0.64	-1.26	0.50	0.51	0.17	0.69	-0.19	1.56	-0.25	-1.65	-0.64	0.41	2.11	-0.86	-0.50	-0.25	-0.80	-1.52	0.00	0.48	0.13	0.85	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	RB 	AMP CAUS CONJ NEMD POMD PRED TO TOBJ [PRIV] 
JSC-14A-07N	1.27	-0.06	0.10	1.24	1.38	-0.05	3.25	3.64	0.17	-0.43	0.25	0.90	2.44	1.44	-1.26	-0.46	-0.50	-0.16	7.90	0.70	0.41	0.55	0.89	-1.75	0.00	-0.26	0.71	3.00	-0.14	-2.03	-0.51	-0.06	1.83	2.28	-0.80	0.96	1.45	-0.71	2.00	-0.12	-0.55	0.16	1.28	-0.84	0.15	-0.27	1.05	-0.25	-1.08	-0.64	0.12	1.58	-0.74	-0.80	1.75	-0.40	-1.24	0.00	-0.67	0.35	0.41	0.20	0.00	0.67	1.25	-0.55	0.44	RB 	CONJ DEMO EX NEMD PRED THVC 
JSC-14A-07O	1.73	-0.04	-0.15	1.06	-0.63	-0.50	2.87	4.19	-0.67	-0.52	-0.38	0.57	2.78	2.01	-1.08	-0.46	-0.70	-0.84	7.95	0.43	0.33	-0.91	1.41	-1.56	0.38	-0.06	0.40	3.77	-0.64	-1.84	-0.41	-1.06	-0.50	1.34	-0.26	0.45	3.18	-0.49	1.25	-1.08	-0.46	0.48	1.69	-1.15	-0.62	0.44	1.39	-0.25	-1.10	-0.64	-0.59	2.17	-0.46	-0.89	-0.25	-0.80	-1.64	0.00	-0.74	0.00	1.37	2.30	1.71	4.50	-0.35	-0.81	-0.89		CONJ DEMO EX FPP1 NEMD PRED TOBJ [PRIV] [WHCL] [WHQU] 
JSC-14A-08N	1.12	-0.02	0.10	2.41	0.12	1.05	3.44	3.74	0.44	-0.43	0.81	0.33	-0.28	0.70	-0.58	-0.31	-0.20	-1.06	7.10	0.45	0.32	-0.18	0.96	-1.28	0.63	-0.06	-0.23	4.81	-0.93	-1.85	-0.54	0.00	5.00	1.17	-0.54	0.46	2.64	-0.08	1.13	-0.93	0.30	-0.33	0.92	-0.26	0.38	-0.45	1.06	-0.25	0.02	-0.64	0.76	1.45	-0.43	-0.46	0.25	-0.60	-1.12	0.00	-0.67	0.06	0.85	1.30	-0.24	1.00	0.60	-0.48	-0.56		CAUS CONJ DEMO NEMD PRED THAC TOBJ 
JSC-14A-09N	0.85	0.00	0.10	4.41	0.12	1.00	5.50	1.79	0.54	-0.52	-0.63	0.69	3.78	1.31	-0.24	0.15	-0.70	-0.14	5.05	0.18	-0.33	0.00	1.11	-1.42	0.66	-0.56	1.31	5.69	-0.26	-1.92	-0.70	-0.81	2.17	1.41	-0.49	1.21	0.91	-0.55	0.25	-1.32	-0.63	0.43	1.87	0.04	0.00	-0.31	0.91	-0.25	-0.75	-0.27	-0.35	2.15	-0.14	-0.85	1.25	0.20	-1.28	0.00	-0.59	0.00	0.90	1.00	-0.35	0.00	1.20	-0.68	0.11		CAUS CONJ EX NEMD PRED THAC [PRIV] 
JSC-14A-10N	0.15	-0.15	0.40	3.12	1.38	1.77	5.69	-0.62	0.23	-0.52	-0.56	0.71	1.50	1.03	-1.21	-0.31	-0.70	-0.19	10.00	0.21	1.43	-0.45	0.15	-1.47	1.41	-0.71	0.86	4.12	-0.07	-2.16	-0.38	-0.25	3.83	1.59	-0.71	0.57	1.64	-0.79	1.37	-1.65	-0.95	0.53	1.79	-0.08	0.54	-0.23	1.52	-0.25	-0.94	-0.64	0.06	1.25	-0.60	0.04	0.25	-0.10	-1.40	0.00	-0.56	1.00	0.95	0.90	-0.53	0.33	0.80	-0.68	-0.17	RB 	CAUS CONJ NEMD PRED THAC 
JSC-14A-11N	1.23	0.08	0.00	2.47	0.12	1.55	6.19	0.57	0.10	-0.52	-0.50	1.10	0.89	1.50	-1.58	-0.31	-0.70	-0.79	4.67	-0.38	0.70	-0.36	1.07	-1.32	1.55	-0.56	2.80	7.77	-0.33	-2.04	-0.44	-0.44	3.83	0.69	-0.14	3.91	1.64	-1.07	0.50	-0.98	-1.04	0.43	0.97	0.71	0.15	-0.37	1.58	0.25	-1.27	-0.45	-0.24	2.30	-0.63	-0.19	0.25	-0.60	-0.76	0.00	-0.22	-0.29	0.98	2.40	-0.59	-0.33	0.25	-0.68	-0.78	RB 	CAUS CONJ NEMD POMD PRED THAC TO [PRIV] [WHCL] 
JSC-14A-12N	1.19	-0.02	0.18	1.53	-0.13	-0.45	4.69	3.12	-0.10	-0.35	-0.19	0.71	1.78	1.51	0.18	-0.31	-0.50	0.26	7.00	-0.22	1.03	-0.18	1.81	-1.35	0.42	-0.35	0.34	4.42	-0.79	-1.93	-0.63	0.25	2.33	1.07	-1.00	2.79	0.64	-0.91	0.25	-0.02	-0.69	0.16	0.79	-0.54	0.54	-0.44	0.80	0.25	-1.06	-0.64	0.12	1.22	-0.57	-0.74	-0.25	-0.60	-0.88	0.00	-0.44	0.19	0.66	1.10	-0.71	0.67	1.45	-0.42	-0.67		CONJ DEMO NEMD PRED THAC TO 
JSC-14A-13N	1.23	0.08	-0.02	1.12	0.75	0.23	4.81	2.69	-0.33	-0.43	1.50	0.88	0.67	0.93	-0.74	0.00	-0.70	-0.77	8.10	0.71	0.98	-0.09	1.26	-1.33	0.20	-0.53	1.09	4.54	-0.52	-1.65	-0.50	-0.50	3.83	0.97	-0.63	1.02	2.18	-0.24	0.25	0.17	-0.45	0.07	1.89	-0.33	0.38	-0.22	0.26	-0.25	-0.81	-0.45	-0.06	1.38	0.23	0.43	0.25	-0.40	-0.76	4000.00	-0.44	0.52	0.54	1.10	0.18	0.67	0.55	-0.68	-0.28		CONJ DEMO NEMD PRED THAC TOBJ [SPIN] 
JSC-14A-13O	-1.04	1.63	0.48	-0.65	-0.63	-1.14	6.94	4.95	-0.96	-0.52	-1.25	-1.50	5.61	1.07	-1.84	-0.46	-0.70	-1.93	1.90	0.10	3.31	-0.91	1.00	-2.66	0.28	-0.91	3.60	7.62	-1.33	-0.24	-0.28	-1.06	-0.50	-1.14	0.26	2.82	-0.73	0.58	-0.50	-4.83	0.70	0.24	2.62	-0.40	-0.62	-0.06	1.33	-0.25	-1.65	-0.64	-0.59	4.16	-0.86	-1.43	-0.25	-0.80	0.24	0.00	-0.74	-0.94	0.73	5.50	-0.82	-0.33	5.10	-0.81	-0.89	PIN TTR 	CONJ DEMO EX NOMZ POMD PRED TO XX0 [PRIV] [WHCL] [WHSUB] 
JSC-14B-01N	1.19	-0.33	0.95	7.88	-0.63	8.09	4.69	0.40	0.85	-0.52	0.56	-0.12	0.39	0.52	-1.08	-0.46	-0.70	1.10	1.76	1.30	0.24	-0.91	7.37	-1.26	2.24	0.79	1.66	11.62	2.12	-1.74	-0.72	2.56	-0.50	-1.14	-0.66	-2.14	4.55	-0.16	-0.50	-3.10	-0.65	0.36	2.90	1.31	-0.62	0.21	-0.14	-0.25	-1.10	-0.64	-0.59	1.35	-0.03	-0.89	-0.25	-0.80	-2.20	0.00	-0.74	-0.94	2.78	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	TO TTR [SPAU] 	CAUS COND CONJ PHC PIT PRED PRMD SYNE TOBJ XX0 [THATD] 
JSC-14B-02N	1.35	0.00	-0.32	-0.06	1.13	-0.36	2.69	1.17	0.54	-0.52	0.94	1.55	1.67	1.39	-1.66	0.85	-0.35	-0.42	4.90	0.67	0.32	1.00	0.41	-1.17	-0.44	0.41	0.51	1.92	0.24	-1.49	-0.49	-0.19	4.17	1.24	-0.31	1.04	1.82	-0.92	-0.50	-0.16	-0.37	0.07	1.61	-1.16	0.15	-0.30	0.27	-0.25	-0.38	-0.64	-0.41	1.95	-0.46	-0.46	0.50	0.20	-0.56	0.00	-0.48	0.19	1.17	1.10	-0.41	0.17	1.35	-0.03	0.06		CONJ NEMD THAC 
JSC-14B-03N	1.08	-0.38	-0.22	2.47	1.50	1.23	4.38	1.76	0.35	-0.43	-0.44	0.45	1.67	1.01	-1.39	-0.31	-0.60	-0.64	4.38	0.50	-0.22	0.27	0.41	-1.47	1.23	-0.38	2.00	5.73	0.10	-1.94	-0.23	-0.63	5.00	1.21	-0.91	1.46	0.18	-0.46	0.50	-0.55	-0.50	0.49	1.66	-0.07	-0.08	-0.28	0.79	-0.25	-1.04	-0.64	0.29	2.22	-0.71	0.33	-0.25	-0.30	-1.48	0.00	-0.63	1.16	0.90	0.70	-0.41	-0.33	1.20	-0.74	-0.33		CAUS CONJ NEMD PRED THAC [PRIV] 
JSC-14B-03O	1.85	0.63	-0.12	1.53	4.00	-1.14	1.56	1.19	1.38	-0.52	-1.25	2.95	11.22	0.82	-1.84	-0.46	-0.70	-0.45	0.76	-0.14	1.47	-0.91	0.11	-1.85	1.70	-0.91	-0.60	3.92	-0.45	-3.09	0.09	-1.06	12.00	-1.14	-1.49	2.00	2.64	0.16	-0.50	-3.10	-0.46	1.11	1.05	-1.41	-0.62	-0.12	0.24	-0.25	-1.65	-0.64	-0.59	2.21	-0.86	-0.74	-0.25	-0.80	-0.72	0.00	-0.74	2.68	1.98	-0.60	-0.82	-0.33	2.70	-0.81	3.28	RB TTR 	CONC EMPH EX PRED THAC TOBJ [PRIV] [SUAV] [WHSUB] [WZPRES] 
JSC-14B-04N	1.04	-0.33	0.38	1.29	4.00	1.32	2.63	1.10	0.08	-0.35	0.06	2.05	1.28	0.87	-1.53	-0.46	-0.70	0.22	6.86	0.25	1.08	-0.91	1.33	-1.34	0.93	-0.56	0.94	8.35	0.24	-1.71	-0.39	-0.31	5.67	2.00	-0.66	-0.37	0.36	0.25	0.50	-0.07	-0.53	0.41	1.05	0.24	0.31	-0.39	0.23	-0.25	-0.54	-0.64	-0.35	1.21	-0.51	-0.13	-0.25	1.30	-1.04	0.00	-0.59	0.52	0.85	0.20	-0.59	-0.33	0.00	-0.81	0.28		CONC CONJ EMPH NEMD PRED THAC 
JSC-14B-05N	-1.04	0.44	1.43	3.24	-0.63	0.36	5.50	0.02	-0.27	-0.52	-1.25	1.67	2.44	-0.02	-0.97	-0.46	-0.70	2.43	2.14	2.67	1.39	2.09	2.44	-1.08	-1.45	-0.91	1.20	0.73	-0.55	-2.60	-0.72	-1.06	-0.50	-1.14	-0.54	0.30	-0.73	-0.59	-0.50	-2.52	-1.21	0.06	1.87	0.52	-0.62	-0.73	-0.95	-0.25	-0.38	-0.64	-0.59	0.18	-0.86	-0.81	-0.25	2.50	0.44	0.00	-0.74	-0.94	0.85	-0.60	-0.82	-0.33	-1.05	-0.81	0.94	RB TTR 	CAUS CONJ EX JJ NEMD NN OSUB PHC [SMP] 
JSC-14B-06N	0.85	-0.58	-0.75	3.41	0.63	2.00	4.38	2.88	0.40	-0.39	0.75	0.76	1.00	1.46	-0.97	0.00	-0.65	-0.44	3.48	0.27	-0.56	-0.55	0.48	-1.41	1.32	-0.24	1.80	6.50	0.07	-1.68	0.04	0.00	2.83	0.59	-1.09	-0.04	0.82	-0.24	-0.13	-1.56	0.06	0.08	3.25	0.37	0.38	0.01	0.27	-0.25	-0.10	-0.64	0.18	1.67	0.00	-0.02	-0.25	-0.20	-1.16	0.00	-0.37	0.32	1.56	0.70	0.12	-0.17	0.70	-0.77	-0.17		CAUS CONJ DEMO NEMD PRED THAC XX0 
JSC-14B-06O	-1.04	0.50	-1.42	-0.65	-0.63	-1.14	7.87	5.86	0.48	-0.52	-1.25	-1.50	2.61	3.71	-1.84	-0.46	-0.70	-1.76	8.86	-0.42	0.06	-0.91	1.30	-0.55	-0.48	-0.91	-1.66	3.50	-1.33	-3.34	-0.72	-1.06	-0.50	-1.14	-1.49	4.73	-0.73	0.82	-0.50	-5.79	-0.18	0.55	2.00	-1.53	-0.62	-0.35	-0.41	-0.25	1.00	-0.64	-0.59	3.58	-0.86	-0.15	-0.25	-0.80	-2.20	0.00	-0.74	-0.94	2.61	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	RB TTR [SPAU] 	CONJ DEMO EX FPP1 NEMD PRED TO [PRIV] [THATD] 
JSC-14B-07N	-1.04	0.38	-1.07	4.94	7.25	-1.14	-0.75	-0.10	-0.29	-0.52	-1.25	4.55	-1.22	2.36	-1.84	-0.46	-0.70	-0.02	2.00	0.10	-0.28	-0.91	2.26	-1.85	-1.45	-0.91	0.14	4.31	0.17	-1.20	-0.72	-1.06	10.00	-0.03	2.14	1.30	-0.73	1.21	-0.50	-2.23	0.66	0.05	0.16	0.03	4.23	-0.39	0.47	-0.25	-1.04	-0.64	-0.59	2.85	0.06	-1.43	-0.25	2.40	-2.20	0.00	0.44	-0.94	3.12	-0.60	-0.82	-0.33	2.10	-0.81	-0.89	TTR [SPAU] 	CAUS CONC EMPH FPP1 PHC PRED THAC TIME [BYPA] [PRIV] [SMP] [THATD] [WHSUB] 
JSC-14B-08N	1.62	-0.46	-0.12	5.47	2.25	-0.09	4.31	4.79	0.25	0.00	0.19	0.69	3.28	1.25	-1.53	-0.46	-0.70	0.14	4.48	1.24	-0.90	2.27	0.04	-1.54	0.01	-0.56	0.66	4.38	-0.24	-1.57	-0.13	1.81	-0.50	1.66	-0.49	1.25	3.45	-0.87	-0.50	-0.93	-0.18	0.25	0.49	0.18	-0.62	-0.48	-0.41	-0.25	-0.10	-0.64	-0.59	1.26	-0.51	-0.35	-0.25	-0.80	-0.80	0.00	-0.74	0.55	2.34	1.70	-0.12	-0.33	0.70	-0.81	-0.22		CAUS CONC CONJ DEMO EX NEMD OSUB PRED TOBJ [THATD] 
JSC-14B-09N	0.81	0.27	-0.90	2.18	-0.63	1.27	3.75	2.33	-0.25	-0.30	0.56	2.05	0.11	1.31	-0.71	0.31	-0.20	-1.36	6.33	-0.06	0.19	0.00	0.52	-1.83	0.85	-0.76	2.89	4.12	0.38	-0.89	-0.47	-0.19	1.83	0.52	-0.66	2.66	-0.27	-0.52	0.13	-0.60	-0.64	0.06	1.52	-0.40	1.23	-0.18	0.29	-0.25	-0.54	-0.64	-0.59	2.37	-0.46	-0.19	-0.25	-0.80	-0.84	5000.00	-0.37	0.16	1.12	10.40	-0.53	-0.33	4.70	-0.48	0.17		CAUS CONJ DEMO EMPH NEMD POMD PRED TO [PRIV] [SPIN] [WHCL] [WHSUB] 
JSC-14B-10N	0.96	0.15	-0.75	1.41	0.87	0.18	2.19	0.55	0.50	-0.52	0.56	1.40	2.33	1.05	-0.76	0.00	-0.10	-0.47	2.86	-0.41	0.19	-0.91	1.56	-1.15	0.76	-0.24	2.34	5.35	0.05	-2.01	-0.51	0.38	1.50	1.28	-1.00	1.18	1.91	0.84	0.25	-3.05	-0.55	0.48	2.13	0.21	0.31	-0.35	-0.23	-0.25	-1.10	-0.64	0.76	1.96	-0.20	-0.46	-0.25	0.40	-1.72	0.00	-0.30	0.58	0.51	4.60	-0.12	0.67	1.00	-0.81	-0.22	RB TTR 	CONJ EX NEMD POMD PRED XX0 [WHCL] 
JSC-14B-11N	0.50	-0.44	0.25	2.41	0.63	-0.05	3.75	1.93	0.17	-0.52	-0.69	1.55	1.00	1.05	-1.21	0.08	-0.60	-0.29	6.14	0.66	0.37	0.18	0.56	-0.99	0.10	-0.85	-0.37	4.42	-0.38	-1.60	-0.31	0.25	3.50	0.86	-0.20	0.59	2.00	0.32	-0.25	-0.31	-0.20	0.13	1.67	-0.37	0.85	-0.44	0.74	-0.25	-0.79	-0.18	-0.29	1.10	0.03	0.35	1.00	-0.30	-1.24	2000.00	-0.48	1.10	0.90	0.60	-0.71	0.00	0.70	-0.58	-0.11		CAUS CONJ NEMD PRED THAC [SPIN] 
JSC-14B-11O	-1.04	-0.94	0.15	17.76	-0.63	-1.14	-0.75	-2.36	5.56	-0.52	-1.25	-1.50	-1.22	1.35	-1.84	-0.46	-0.70	0.10	13.90	8.97	-1.38	-0.91	-1.26	-3.12	-1.45	-0.91	-1.66	-1.81	-1.33	-3.73	-0.72	-1.06	-0.50	9.66	-1.49	2.93	-0.73	-1.33	-0.50	-8.29	-0.29	-0.44	-1.39	-2.98	-0.62	-0.73	-1.45	-0.25	-1.65	-0.64	-0.59	1.28	8.09	-1.43	-0.25	-0.80	-2.20	0.00	-0.74	-0.94	-0.76	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	DEMO PIN RB TTR [BEMA] [SPAU] 	CAUS DEMP NEMD NN THVC TO [PROD] 
JSC-14B-12N	1.73	-0.04	-0.05	1.47	1.13	0.50	6.44	2.95	0.54	-0.52	1.00	0.38	0.39	0.50	-1.66	-0.46	-0.70	-1.20	7.57	0.79	0.47	0.36	0.33	-1.44	0.07	0.35	0.20	4.85	0.21	-2.26	-0.56	-0.19	1.83	0.10	-1.09	0.16	0.55	0.24	-0.50	-0.45	0.08	-0.27	2.38	0.43	0.46	-0.30	0.73	-0.25	-0.69	0.00	-0.18	1.45	-0.03	-0.35	-0.25	-0.80	-1.32	0.00	-0.22	0.68	1.51	0.80	0.00	-0.33	2.20	-0.81	-0.11	RB 	CONJ DEMO NEMD PRED XX0 [WHSUB] 
JSC-14B-13N	1.65	-0.02	-1.00	2.12	0.63	2.18	2.81	2.60	0.40	-0.39	-0.25	2.17	3.11	2.07	-0.95	0.77	-0.70	-0.62	0.48	-0.02	-0.24	0.73	0.48	-1.65	1.38	-0.24	1.54	4.31	2.21	-1.39	-0.38	-0.06	0.83	0.31	-0.06	1.34	1.18	-1.14	-0.13	-0.21	-0.44	0.30	-0.25	0.01	-0.38	-0.29	0.48	-0.25	-0.85	-0.18	-0.12	1.45	-0.77	-0.37	-0.25	0.00	-0.44	0.00	-0.56	0.84	0.78	-0.10	-0.24	-0.33	0.10	-0.81	-0.33		CAUS COND CONJ DEMO EMPH EX FPP1 PRED PRMD 
JSC-14B-14N	-1.04	-0.94	-0.32	-0.65	-0.63	8.95	-0.75	2.93	-0.96	-0.52	-1.25	1.14	4.94	3.21	-1.84	-0.46	4.85	0.32	4.29	-1.95	2.48	-0.91	-1.26	-0.41	1.68	-0.91	11.03	2.46	1.31	-1.84	0.09	-1.06	-0.50	2.69	-1.49	1.30	-0.73	-1.33	-0.50	-6.80	-1.32	0.33	0.43	-1.81	-0.62	-0.13	0.23	-0.25	-1.65	-0.64	-0.59	1.47	-0.86	0.63	-0.25	-0.80	-2.20	0.00	-0.74	2.65	1.95	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	TTR [SPAU] 	COND DEMO EX FPP1 INPR NEMD NOMZ POMD PRED THVC [SUAV] 
JSC-14B-15N	0.42	-0.15	0.48	-0.65	4.13	-1.14	8.69	3.93	-0.96	1.13	1.13	0.29	5.06	0.40	-1.84	-0.46	-0.70	0.79	6.19	0.12	2.55	-0.91	2.93	-1.23	0.14	-0.91	0.49	2.54	-1.33	-2.01	-0.72	1.31	-0.50	6.66	-0.40	0.04	2.73	0.01	-0.50	-2.81	-0.20	0.27	-0.16	0.20	-0.62	-0.73	1.97	-0.25	-0.21	-0.64	1.65	0.81	-0.86	0.67	-0.25	-0.80	-2.20	0.00	-0.74	0.29	0.17	-0.60	-0.82	-0.33	4.60	-0.81	-0.89	RB TTR [SPAU] 	CONC CONJ DEMO EX NEMD NOMZ PHC PRED THVC TOBJ [WHSUB] 
JSC-14B-16N	1.42	-0.06	-0.08	4.88	0.75	0.77	4.13	0.93	0.23	-0.30	-1.25	0.12	0.94	0.94	-1.21	-0.08	-0.55	0.72	3.29	0.94	0.01	-0.45	0.26	-1.74	2.13	-0.68	0.03	4.50	-0.05	-2.09	-0.40	-0.38	3.33	1.38	-0.89	1.18	1.82	-0.44	0.13	-0.84	-0.75	0.67	0.95	0.52	0.77	-0.31	0.23	-0.25	-0.85	-0.64	0.76	2.29	-0.71	0.06	0.25	-0.30	-1.56	0.00	-0.48	1.58	1.46	0.70	-0.35	-0.33	0.10	-0.74	-0.44	RB 	CAUS CONJ NEMD PIT PRED THAC [PRIV] 
JSC-14B-16O	0.04	0.02	-0.20	5.29	-0.63	0.55	3.25	0.93	-0.19	-0.52	-0.69	0.02	-0.72	0.82	-1.37	-0.46	-0.70	-0.15	5.57	1.76	-0.24	2.45	0.44	-1.61	2.69	-0.38	-0.34	1.38	-0.02	-2.27	-0.32	-1.06	1.00	1.38	-0.17	1.77	0.91	-0.47	-0.50	-2.09	-0.68	0.22	0.70	-0.85	0.08	-0.33	0.35	-0.25	-1.48	-0.64	-0.59	2.24	-0.86	-0.41	-0.25	0.10	-1.84	0.00	-0.74	1.42	1.49	0.30	-0.82	-0.33	-0.15	-0.81	0.11	RB TTR 	CAUS CONJ NEMD OSUB PIT [PRIV] 
JSC-14B-17N	0.42	-0.31	0.75	0.71	2.25	-0.09	3.50	1.95	-0.17	-0.17	0.62	0.12	1.28	0.69	0.53	-0.46	-0.70	0.22	0.81	0.98	0.76	-0.91	3.48	-0.88	0.14	-0.68	2.23	4.58	0.10	-2.02	-0.50	-0.13	2.00	-0.34	-1.06	2.18	4.09	-0.29	0.50	0.51	-0.67	0.31	1.57	-0.36	-0.62	-0.32	-0.20	-0.25	-1.21	-0.64	-0.59	1.46	0.66	-0.72	-0.25	0.00	-1.88	0.00	-0.19	-0.45	1.63	2.40	-0.82	-0.33	-0.30	-0.55	-0.89	RB 	CONC CONJ PHC POMD PRED TO TOBJ [WHCL] 
JSC-14B-18N	0.73	0.02	-0.60	2.06	-0.63	3.05	10.69	2.00	0.96	-0.52	-1.25	-0.40	3.89	1.59	-1.84	3.08	-0.70	-0.79	3.38	0.60	-0.42	-0.91	0.44	-2.54	3.72	-0.91	0.97	1.73	-1.33	-1.90	-0.72	1.81	7.17	0.45	-1.49	-0.20	3.45	0.92	-0.50	-4.25	-0.57	0.81	2.36	-0.57	-0.62	0.02	1.32	-0.25	1.00	-0.64	-0.59	1.36	-0.86	-1.43	-0.25	-0.80	3.32	0.00	-0.74	-0.94	1.49	-0.60	-0.82	-0.33	-1.05	-0.81	-0.89	PIN TTR 	CAUS COND CONJ EX HDG NEMD PIT THAC TOBJ XX0 [SPAU] 
JSC-14B-19N	2.27	-0.08	-0.77	4.18	0.25	-0.95	3.19	1.74	0.52	-0.22	0.88	0.64	1.06	1.34	-1.26	-0.15	-0.70	-0.29	3.62	0.78	-0.60	0.82	0.26	-1.28	0.61	0.18	0.69	2.65	0.26	-2.03	-0.36	-0.81	0.67	2.21	-0.43	0.68	0.64	-1.05	0.38	-0.98	-0.28	-0.12	1.43	-0.85	0.23	-0.16	0.92	-0.25	-0.37	-0.64	-0.35	2.93	-0.86	-0.26	-0.25	-0.40	-1.32	0.00	-0.33	0.26	1.07	2.00	-0.82	-0.33	-0.10	-0.68	-0.67	RB 	AMP CAUS CONJ NEMD PRED THVC [PRIV] 
JSC-14B-20N	3.15	-0.94	0.58	5.76	2.75	0.09	9.44	2.19	0.17	-0.52	0.44	-0.86	-1.22	1.57	-0.42	-0.46	-0.70	0.11	2.90	0.37	0.51	-0.91	1.78	-1.67	1.24	0.68	-0.11	4.46	1.90	-2.02	-0.72	-1.06	-0.50	-0.21	0.06	2.20	-0.73	-0.84	-0.50	-0.64	-0.33	-0.20	2.18	-0.40	-0.62	-0.44	0.61	-0.25	-0.62	-0.64	-0.59	1.41	-0.86	-0.43	13.25	-0.80	3.24	0.00	-0.74	2.58	1.24	-0.60	-0.82	-0.33	-1.05	-0.81	0.61	RB 	AMP CAUS CONC CONJ DEMO NEMD PRED TO XX0 [SERE] [SPAU] [SUAV] 
