Filename	Tokens	AWL	TTR	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
JOC-14A-02N	4746	4.57	183	0	0.21	4.93	0	0	7.10	0	0.40	0.46	0.44	1.50	0.19	0.08	0.34	0.86	1.66	0.74	0	4.74	0.19	0.97	0.38	6.93	0.02	0.42	0.04	2.55	0	5.84	0	1.60	20.44	1.12	0.13	0	1.24	7.63	1.66	0.40	0.76	0.76	2.32	0.40	0	1.54	0.17	3.56	0.13	0.78	0	0.17	0.27	0.55	0.04	2.04	0.13	1.45	0.06	0.02	6.17	1.52	0.84	1.43	9.71	0.15	0.44	0.02	1.88	2.99	0.08	0.74	0.97	0.02	0.25	0.02	0.08	4.17	0.25	0.55	0.02	0.06	0.21	0	0	0.34	0.95	0.06	0.06	0.04	0.34	0.04	0.04	0.21	
JOC-14A-02O	129	4.50	74	0	0.78	4.65	0	0	9.30	0	0	0	0	0.78	0.78	0	0	0	0	0	0	6.20	0	2.33	0	9.30	0	0	0	3.10	0	5.43	0	2.33	20.93	3.10	0	0	0.78	9.30	0	0	0	0.78	0	0.78	0	1.55	0	6.20	0	0	0	0	0	1.55	0	1.55	0	0	0.78	0	6.20	0	0	3.10	11.63	0.78	0	0	0.78	0	0	0.78	2.33	0	0	0	0	3.88	0.78	0.78	0	0	0	0	0	0.78	0	0	0.78	0	0	0	0	0.78	
JOC-14A-03N	5162	4.46	187	0	0.06	4.49	0.02	0.02	7.63	0.02	0.66	0.25	0.66	1.90	0.43	0.17	0.35	0.87	1.38	0.54	0.02	6.12	0.12	0.72	0.23	6.68	0	0.25	0.02	1.86	0.04	5.44	0	2.31	17.98	2.96	0.10	0	0.43	7.21	1.67	0.08	0.72	0.31	2.05	0.31	0	0.91	0.19	3.14	0.04	0.52	0	0.29	0.39	0.77	0.15	1.78	0.08	2.11	0.08	0	6.18	2.25	1.76	2.85	9.40	0.25	0.33	0	1.65	3.18	0.12	0.83	2.00	0	0.29	0	0.12	3.49	0.14	0.89	0.02	0.02	0.17	0	0.06	0.77	1.10	0.14	0.08	0.02	0.23	0.10	0.17	0.14	
JOC-14A-03O	49	4.12	40	0	0	4.08	0	0	6.12	0	0	2.04	2.04	2.04	0	0	0	0	4.08	0	0	2.04	2.04	0	0	10.20	0	0	0	0	0	4.08	0	0	20.41	0	0	0	0	4.08	0	0	0	0	4.08	0	0	0	0	6.12	0	0	0	0	0	2.04	0	2.04	0	4.08	0	0	8.16	0	0	2.04	12.24	0	0	0	6.12	4.08	0	2.04	2.04	0	0	0	0	6.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JOC-14A-04N	3688	4.48	158	0	0.08	4.39	0	0	6.81	0.05	0.33	0.27	0.84	2.03	0.62	0.03	0.41	0.84	1.17	0.35	0.03	6.81	0.57	1.17	0.30	8.22	0.03	0.87	0	2.03	0	10.49	0	0.33	17.08	1.33	0.05	0	0.62	5.67	1.63	0.08	0.79	0.11	1.68	0.62	0	0.95	0.05	3.39	0.11	0.60	0	0.05	0.05	0.43	0.49	3.66	0.08	0.43	0.03	0	6.29	1.82	1.74	1.41	8.89	0.33	0.19	0	1.08	2.77	0.03	0.54	0.46	0	0.81	0	0.08	3.66	0.14	0.70	0.03	0.05	0.24	0.03	0.14	0.16	0.62	0.16	0.14	0	0.16	0.05	0.08	0.08	
JOC-14A-05N	4325	4.51	176	0	0.16	3.40	0.07	0.07	7.54	0.02	0.39	0.53	0.39	2.01	0.67	0.05	0.28	0.72	0.95	0.32	0.02	7.10	0.25	0.83	0.37	5.60	0	0.30	0	1.99	0.05	5.55	0	1.78	19.95	2.84	0.09	0	0.51	7.49	1.78	0.05	0.76	0.49	1.87	0.37	0	1.27	0.18	3.47	0.16	0.30	0	0.07	0.21	0.74	0.46	2.47	0.14	1.11	0.05	0	6.54	1.94	0.97	1.39	8.92	0.42	0.86	0	1.97	2.64	0.05	0.65	0.99	0	0.18	0.05	0.12	4.21	0.12	0.76	0.05	0.05	0.30	0.02	0.05	0.32	0.65	0.32	0.09	0.02	0.58	0.07	0.09	0.16	
JOC-14A-06N	5302	4.55	177	0	0.28	4.62	0.02	0.02	7.20	0.02	0.45	0.32	0.41	1.92	0.30	0.23	0.55	1.06	1.26	0.74	0.06	6.81	0.09	1.13	0.45	6.39	0	0.21	0.04	1.75	0.04	4.70	0	1.47	17.94	2.92	0.06	0	0.55	8.39	1.85	0.09	1.17	0.41	2.43	0.36	0.02	1.09	0.36	3.17	0.02	0.28	0.02	0.13	0.25	0.45	0.36	3.41	0.21	0.81	0.06	0	7.24	0.64	1.23	1.89	9.07	0.30	0.47	0.04	1.40	3.39	0.06	0.66	1.41	0	0.23	0	0.09	3.39	0.11	0.47	0.02	0.09	0.15	0	0.06	0.26	0.62	0.23	0.08	0	0.38	0.08	0.19	0.32	
JOC-14A-06O	602	4.65	191	0	0.50	4.15	0	0	6.15	0	1.33	0.17	0.66	3.16	0.17	0.17	0.66	1.00	1.66	0.83	0.17	4.82	0.17	1.00	0.33	6.15	0	0	0	2.16	0	5.48	0	1.00	17.61	2.82	0	0	0.17	7.97	1.66	0.17	1.33	0	2.33	0.17	0	1.83	0.83	2.16	0	1.00	0	0.17	0	0.50	0.66	3.32	0.33	2.33	0	0	7.14	0.17	1.00	2.16	9.47	0	0	0	1.16	2.99	0.17	1.00	1.99	0	0	0	0.17	3.99	0	0.50	0	0	0.17	0	0.33	0.33	0.66	0	0	0	0	0	0	0.50	
JOC-14A-07N	5032	4.54	202	0	0.10	3.99	0.08	0.10	7.41	0.02	0.60	0.42	0.32	1.69	0.28	0.16	0.24	0.64	2.52	0.54	0.02	5.15	0.24	1.01	0.66	6.48	0.02	0.22	0	2.31	0.04	5.76	0	1.87	20.53	2.58	0.16	0.02	0.58	6.60	1.03	0.22	0.83	0.36	1.25	0.50	0	1.05	0.20	2.98	0.06	0.28	0	0.16	0.14	0.99	0.24	2.03	0.24	1.39	0.20	0	6.20	2.34	1.83	2.58	8.33	0.48	0.30	0.04	1.63	2.03	0.10	0.85	1.65	0	0.30	0	0.12	3.44	0.04	0.34	0.08	0.04	0.24	0	0.02	0.40	0.48	0.08	0.14	0.06	0.46	0.08	0.24	0.10	
JOC-14A-07O	690	4.44	182	0	0	2.75	0	0	8.41	0	0.72	0.43	0.29	1.88	0	0	0.14	0.58	2.75	0.14	0	3.77	0.14	0.87	0.72	7.97	0	0.29	0	1.74	0	4.49	0	1.88	19.57	2.46	0	0	0.72	7.10	1.30	0.29	0.72	0	1.45	0.29	0	0.72	0.29	3.33	0	0.43	0	0	0	0.72	0.43	1.74	0.43	1.88	0.14	0	6.23	2.61	2.32	2.90	9.42	0.29	0.72	0	1.88	1.74	0	2.17	1.88	0	0.29	0	0	4.06	0.14	0.29	0	0	0.14	0	0	0.29	0.87	0.29	0.43	0.29	0.14	0	0	0	
JOC-14A-08N	5189	4.54	185	0.04	0.19	3.74	0.02	0.02	7.09	0.04	0.56	0.44	0.52	1.81	0.44	0.06	0.48	0.67	2.56	0.67	0.02	8.36	0.33	0.77	0.17	4.55	0	0.48	0.02	1.77	0.10	4.07	0	1.70	19.64	2.45	0.08	0.06	0.60	7.80	1.48	0.29	0.50	0.79	1.72	0.17	0.02	0.89	0.12	3.31	0.10	0.25	0	0.17	0.33	0.67	0.33	1.75	0.37	2.81	0.13	0	4.82	4.93	1.23	3.22	6.63	0.17	0.64	0.04	1.41	2.58	0.13	0.52	1.66	0	0.87	0	0.23	3.31	0.15	0.52	0.02	0.02	0.27	0	0.02	0.31	0.66	0.19	0.10	0.08	0.33	0.10	0.06	0.19	
JOC-14A-09N	4881	4.54	177	0	0.35	4.73	0.04	0.04	6.72	0.06	0.49	0.45	0.86	1.72	0.53	0.06	0.47	1.00	1.74	0.72	0	5.80	0.10	0.92	0.90	6.13	0	0.61	0.08	2.11	0	5.80	0	1.27	18.68	1.52	0.10	0	0.64	7.44	1.50	0.12	1.04	0.98	1.95	0.45	0	1.54	0.10	3.18	0.08	0.02	0	0.04	0.16	0.74	0.35	2.17	0.18	1.76	0.06	0	5.80	2.09	1.09	2.34	9.24	0.39	0.76	0.04	1.99	2.87	0.08	0.78	1.56	0	0.47	0.04	0.04	4.04	0.25	0.31	0.06	0.10	0.23	0	0.04	0.29	0.68	0.16	0.08	0.02	0.45	0.04	0.18	0.27	
JOC-14A-10N	5460	4.66	170	0	0.16	4.21	0.02	0.02	7.05	0.02	0.31	0.38	0.64	1.76	0.27	0.16	0.64	1.03	0.73	0.57	0	7.36	0.11	0.93	0.49	5.42	0	0.24	0.02	1.65	0	5.71	0	2.31	18.79	4.05	0.05	0	0.38	7.31	2.03	0.07	0.88	0.40	1.54	0.53	0	0.84	0.20	2.75	0.04	0.46	0	0.13	0.26	0.79	0.27	1.81	0.26	1.21	0.15	0.02	6.48	1.12	1.25	2.75	9.60	0.16	0.68	0	1.94	2.75	0.15	0.93	1.96	0	0.37	0	0.11	3.10	0.09	0.79	0.02	0.07	0.20	0	0.05	0.60	0.70	0.15	0.05	0.04	0.37	0.04	0.13	0.16	
JOC-14A-11N	5059	4.50	184	0	0.57	4.51	0.02	0.02	6.84	0.06	0.59	0.49	0.53	1.82	0.30	0.06	0.59	1.11	1.23	0.51	0	7.04	0.12	1.09	0.38	6.64	0.02	0.10	0.02	1.76	0	4.59	0	1.19	16.70	3.00	0.06	0	0.63	7.69	2.13	0.12	1.56	0.28	2.49	0.42	0	1.01	0.49	2.97	0.12	0.38	0	0.10	0.26	0.53	0.47	3.68	0.26	0.59	0.08	0	7.51	0.85	0.77	2.55	9.25	0.32	0.45	0.04	1.44	3.50	0.10	0.67	2.00	0.02	0.20	0.02	0.06	4.19	0.08	0.67	0.02	0.02	0.36	0	0.14	0.20	0.71	0.30	0.04	0	0.26	0.04	0.02	0.57	
JOC-14A-12N	4825	4.57	204	0	0.21	3.65	0.02	0.02	6.69	0.04	0.58	0.44	0.37	2.11	0.27	0.04	0.15	0.87	2.30	0.41	0.04	5.91	0.17	0.93	0.54	6.65	0.02	0.77	0.02	1.72	0.04	6.55	0.02	1.68	17.28	3.48	0.08	0.02	0.83	7.61	1.33	0.19	0.70	0.23	1.62	0.23	0	1.22	0.12	3.17	0.10	0.12	0	0.21	0.17	0.64	0.17	3.05	0.15	0.95	0.06	0	6.76	1.91	1.41	2.59	8.33	0.27	0.64	0	1.33	2.32	0.15	0.54	1.49	0.02	0.31	0	0.12	3.07	0.10	0.37	0	0.02	0.33	0	0.08	0.35	0.58	0.17	0.02	0.06	0.50	0.12	0.04	0.17	
JOC-14A-13N	5287	4.49	208	0	0.40	4.27	0.04	0.04	7.79	0	0.59	0.49	0.30	1.57	0.17	0.11	0.30	0.89	2.12	0.30	0.02	5.96	0.44	1.00	0.34	5.14	0.02	0.42	0.06	1.68	0	4.62	0	1.91	20.56	3.40	0.09	0	0.68	7.66	1.17	0.13	0.96	0.78	1.65	0.34	0	0.79	0.15	3.65	0.06	0.30	0	0.09	0.26	0.61	0.30	2.06	0.32	2.46	0.06	0.02	6.17	2.65	1.27	1.99	8.02	0.28	0.68	0.02	2.00	2.52	0.13	0.95	1.13	0	0.44	0.02	0.09	3.23	0.38	1.00	0.02	0.04	0.36	0.04	0.08	0.45	0.53	0.17	0.17	0.06	0.32	0.04	0.11	0.34	
JOC-14A-13O	163	4.69	104	0	0.61	3.07	0	0	10.43	0	0	1.23	0	1.23	0	0	0	1.23	3.07	0	0	3.07	0	0	1.23	5.52	0	0	0	2.45	0	2.45	0	0.61	18.40	6.75	0	0	0.61	4.29	1.23	0	1.84	1.84	2.45	0	0	1.23	0	6.13	0	0.61	0	0	0	0	0.61	3.07	0	4.29	0	0	5.52	6.13	0	1.84	8.59	0	1.23	0	2.45	2.45	0	1.23	1.84	0	0	0	0	6.13	0	0	0	0	0.61	0	0	0	0.61	0.61	0	0	1.23	0	0	0.61	
JOC-14B-01N	344	4.88	140	0	0.29	8.14	0	0	7.27	0	0.58	0.29	1.45	1.45	0	0	2.03	0.87	1.16	0.87	0	3.20	0.29	0.58	0.29	4.07	0	0.29	0	2.03	0	8.14	0	0.58	22.67	2.33	0	0	2.33	7.85	2.62	0.58	1.16	0.29	3.49	1.45	0	0.87	0	3.49	0	0	0	0.58	0	0	0.29	0.29	0.58	2.62	0	0	3.20	2.03	0.29	1.16	9.01	0	0	0	2.62	4.07	0	1.74	0.87	0	0.29	0	0	3.20	0.29	0.29	0	0	0	0	0	0	1.45	0	0	0	0	0	0	0.29	
JOC-14B-02N	2897	4.37	201	0	0.07	3.73	0	0	7.21	0	0.62	0.45	0.10	1.83	0.52	0.14	0.17	0.55	1.48	0.72	0	6.45	0.35	1.28	0.52	6.35	0	0.07	0.17	2.21	0.07	5.28	0	1.24	20.43	2.45	0.21	0	0.45	8.08	0.72	0.45	0.76	0.31	0.97	0.66	0	1.62	0.07	3.94	0.03	0.31	0	0.14	0.28	0.69	0.41	2.07	0.28	0.93	0	0	5.49	2.87	1.59	2.28	8.01	0.14	0.59	0.03	1.83	1.73	0.10	0.79	1.14	0	0.66	0	0.03	3.83	0.14	0.52	0.03	0.10	0.41	0	0.07	0.35	0.79	0.17	0.07	0.03	0.48	0.24	0.17	0.10	
JOC-14B-03N	6007	4.41	193	0	0.17	3.83	0.02	0.02	7.36	0	0.55	0.27	0.53	1.73	0.18	0.17	0.52	0.82	1.73	0.63	0.02	6.28	0.13	0.82	0.52	5.36	0	0.17	0.02	1.90	0.02	4.86	0	1.13	19.84	1.68	0.13	0	0.45	7.31	1.90	0.18	1.28	0.40	1.96	0.60	0.02	0.72	0.12	3.15	0.05	0.67	0	0.07	0.33	0.68	0.20	2.31	0.10	1.96	0.08	0.03	6.24	2.50	1.20	3.28	9.44	0.20	0.62	0	1.86	2.76	0.07	0.82	1.48	0	0.32	0	0.15	4.11	0.05	0.95	0	0.05	0.18	0	0.03	0.65	0.68	0.13	0.07	0	0.45	0.02	0.10	0.17	
JOC-14B-03O	268	4.45	140	0	0	1.87	0	0	8.96	0	0.75	0.75	0.37	3.36	0	0.37	0	0.37	1.49	1.12	0	3.36	0	1.87	2.24	4.85	0	0	0	2.99	0	5.22	0	0.37	17.54	4.10	0	0	0.37	6.34	2.24	0	0.37	0	1.49	0.37	0	0.75	0	1.12	0	1.12	0	0	0.75	0	0	2.61	0.37	3.36	0	0	5.22	2.61	2.61	1.87	11.57	0.37	0.37	0	1.49	1.49	0	1.12	1.12	0	0	0	0	4.10	0	0.37	0	0	0.37	0	0	1.12	1.12	0	0	0	0.75	0	0.75	0	
JOC-14B-04N	2422	4.65	203	0	0.33	3.92	0.04	0.04	8.34	0	0.54	0.29	0.33	1.78	0.37	0.37	0.54	0.54	1.45	0.50	0.04	5.49	0.21	1.49	0.45	5.00	0	0.12	0	1.69	0	6.48	0	1.65	18.95	3.55	0	0	0.70	7.64	1.69	0.12	0.91	0.37	2.64	0.66	0	1.28	0.21	3.55	0.08	0.45	0	0.12	0.37	0.91	0.29	1.28	0.12	3.55	0.08	0.04	4.95	2.39	0.74	2.06	9.17	0.12	0.25	0	1.49	3.06	0.12	0.62	1.11	0	0.58	0	0.04	3.06	0.12	0.70	0	0.21	0.29	0	0.04	0.45	0.66	0.08	0.04	0	0.21	0	0.21	0.33	
JOC-14B-05N	301	5.07	152	0	0	2.33	0	0	8.64	0	0	0.66	0.66	0.66	1.33	0	0.33	1.00	1.00	0.33	0	7.64	0	1.33	0.66	2.66	0	0.33	0	1.33	0	10.63	0	0.66	27.57	3.99	0.33	0	1.00	8.31	0	0	1.00	0	0.66	0.33	0	1.00	0	1.99	0.33	0	0	0	0	0	0.33	1.66	0	1.66	0	0	4.98	0.33	2.33	1.00	7.97	0	0	0	1.99	3.32	0	0	0.33	0	0.66	0	0	1.99	0	0.33	0	0.33	0.66	0	0	0	0.66	0	0	0	0	0	0.33	0	
JOC-14B-06N	6949	4.20	172	0	0.14	4.56	0.01	0.01	7.74	0.03	0.49	0.17	0.69	1.89	0.62	0.10	0.69	0.82	2.20	0.65	0.03	4.45	0.32	0.95	0.40	6.52	0.01	0.33	0.06	1.55	0.01	5.24	0	0.94	19.02	1.19	0.04	0.01	0.47	7.48	1.97	0.23	1.21	1.19	2.16	0.59	0	1.06	0.20	3.60	0.24	1.04	0	0.17	0.20	0.50	0.14	1.47	0.17	2.46	0.03	0.01	5.47	4.19	0.83	2.30	8.03	0.22	0.59	0.01	2.83	3.18	0.13	1.37	1.14	0	0.81	0	0.13	3.54	0.30	0.76	0	0.06	0.26	0	0.10	0.39	0.95	0.13	0.16	0.01	0.35	0.01	0.13	0.10	
JOC-14B-06O	145	3.93	84	0	0	3.45	0	0	8.97	0	0	0.69	0	2.07	0	0	0	1.38	3.45	0.69	0	4.83	0	0	0.69	12.41	0	0	0	2.07	0	2.76	0	2.07	16.55	2.07	0	0	0.69	9.66	0.69	0	0	0	1.38	0	0	0.69	0	0.69	0	0	0	0	0	0	0	4.14	0	4.83	0	0	8.28	3.45	0	2.07	9.66	0	0	0	2.07	1.38	0	0.69	0.69	0	1.38	0	0	5.52	0	0.69	0	0	0	0	0	0	1.38	0	0	0	0	0	0	0	
JOC-14B-07N	315	4.07	158	0	0	3.49	0	0	9.21	0.32	0	0.63	0.95	1.59	0.63	0.63	0	0	0.95	0.32	0	5.08	0	2.54	0	8.89	0	0	0	1.27	0	6.03	0	0.63	18.41	1.59	0	0	0.95	6.35	0	0	0.63	0.32	1.59	0.63	0	0.63	0	4.44	0	0	0	0	0.63	0.32	1.27	2.22	0	5.71	0	0	5.40	6.03	0.32	2.22	7.94	0.32	0.32	0	0.95	2.86	0.63	0.63	1.27	0	0.32	0	0	4.76	0.32	0	0	0.32	0	0	0.32	0	1.59	0	0	0	0.63	0	0	0	
JOC-14B-08N	868	4.45	185	0	0.23	3.92	0	0	7.72	0	0.69	0.23	1.04	1.27	0.12	0.23	0.23	0.81	3.00	0.58	0.12	5.18	0.23	0.92	0.81	5.99	0	0.12	0	2.53	0	6.34	0	1.15	22.47	0.69	0.35	0	0.35	7.14	1.04	0.12	0.81	0.46	1.61	0.46	0	1.27	0.12	3.80	0	0.81	0	0.46	0	0.81	0.35	2.19	0.46	1.04	0	0	5.53	3.46	0.46	1.84	8.64	0.23	0.23	0	1.15	3.00	0	0.46	0.69	0	0.81	0	0	3.11	0.12	0.58	0	0	0.35	0	0	0.46	1.27	0.23	0.12	0	0.35	0	0.12	0	
JOC-14B-09N	2082	4.14	192	0	0.24	3.07	0	0	7.01	0	0.48	0.58	0.48	2.16	0.14	0	0.53	0.72	1.97	0.34	0.05	6.10	0.29	1.49	0.24	6.15	0.05	0.43	0.10	1.78	0.10	3.51	0	1.54	17.82	2.26	0.10	0	0.48	6.39	1.63	0.05	1.59	1.06	1.54	0.72	0	0.77	0.38	5.00	0	0.34	0	0.14	0.14	0.48	0.29	2.98	0.05	1.83	0.05	0	8.36	2.07	1.34	2.16	7.97	0.05	1.63	0	1.78	2.45	0.24	1.01	1.15	0	0.58	0	0	4.27	0.14	0.67	0	0	0.34	0.05	0.10	0.34	0.77	1.10	0.05	0	1.15	0.10	0.19	0.24	
JOC-14B-10N	1719	4.20	141	0	0.35	3.26	0	0	7.85	0	0.52	0.52	0.35	1.69	0.17	0.12	0.29	0.47	1.22	0.70	0	6.57	0.29	1.22	0.64	5.47	0.06	0.41	0.06	1.75	0.12	5.18	0	0.81	16.58	2.27	0	0	0.76	8.14	1.57	0.23	1.40	0.06	1.86	0.58	0	0.87	0.23	3.03	0.12	0.29	0	0.23	0.12	0.70	0.17	2.15	0.29	4.89	0.06	0	6.11	2.33	1.69	1.28	9.42	0.52	0.99	0	2.15	3.03	0.12	0.70	0.81	0	0.29	0	0.23	3.84	0.23	0.52	0	0.12	0.12	0	0.12	0.47	0.52	0.52	0.12	0.06	0.41	0	0.12	0.35	
JOC-14B-11N	5724	4.60	198	0	0.10	3.25	0.02	0.02	7.97	0.02	0.40	0.24	0.52	1.40	0.38	0.10	0.24	0.72	1.80	0.54	0	5.75	0.09	1.28	0.40	5.45	0	0.24	0.07	1.57	0.02	5.52	0	1.50	20.39	2.52	0.12	0.02	0.49	8.54	1.10	0.02	0.45	0.87	1.62	0.40	0	1.05	0.12	3.74	0.07	0.56	0	0.21	0.24	0.58	0.45	1.82	0.30	3.72	0.02	0.02	5.07	3.39	0.96	2.32	8.21	0.30	0.38	0	1.87	2.48	0.19	0.54	1.45	0	0.45	0.05	0.05	2.94	0.31	0.96	0.05	0.05	0.24	0.02	0.07	0.63	0.68	0.12	0.02	0.02	0.35	0.07	0.14	0.10	
JOC-14B-11O	32	4.56	32	0	0	0	0	0	12.50	0	0	0	3.13	0	0	0	0	0	0	3.13	0	0	0	0	0	6.25	0	0	0	0	0	6.25	0	3.13	50.00	0	0	0	0	3.13	0	0	0	0	0	0	0	3.13	0	0	0	0	0	0	0	3.13	0	3.13	0	0	0	0	6.25	3.13	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	3.13	3.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JOC-14B-12N	1391	4.48	195	0	0	3.45	0.07	0.07	7.84	0.07	0.72	0.43	0.36	1.73	0.22	0.14	0.36	1.15	2.23	0.72	0	9.27	0.36	0.79	0.29	4.03	0	0.07	0	1.65	0	3.81	0	1.80	20.85	2.66	0.14	0	0.43	7.40	1.08	0.43	0.65	0.79	1.73	0.65	0	1.01	0.22	2.59	0	0.22	0.07	0.14	0.14	0.36	0.14	1.58	0.14	3.52	0	0	5.54	4.24	0.72	2.37	6.83	0.36	0.50	0.07	2.30	3.24	0.14	0.79	1.44	0	0.50	0.07	0.07	3.31	0.29	0.58	0	0	0.22	0	0.14	0.50	0.93	0.14	0.14	0	0.65	0	0.14	0	
JOC-14B-13N	3837	4.10	200	0	0.29	4.04	0.08	0.08	7.58	0.03	0.70	0.44	0.47	1.59	0.50	0.10	0.73	0.57	2.08	0.65	0.03	6.80	0.16	1.54	0.78	8.13	0.10	0.34	0.16	1.82	0	4.90	0	0.31	17.98	1.64	0.18	0	0.47	6.85	2.01	0.23	1.12	0.39	1.59	1.49	0	0.91	0.08	4.12	0.08	0.47	0	0.16	0.08	0.42	0.50	2.24	0.21	0.42	0.03	0	5.53	2.68	3.13	1.85	8.81	0.31	0.16	0.05	0.70	2.84	0.03	0.81	1.28	0	0.42	0.05	0.08	3.31	0.03	0.57	0	0.08	0.44	0	0.05	0.55	0.63	0.05	0.10	0	0.23	0	0.10	0.23	
JOC-14B-14N	90	4.37	63	0	0	5.56	0	0	6.67	0	0	0	0	4.44	0	0	2.22	0	2.22	0	0	2.22	0	1.11	1.11	11.11	0	0	0	0	1.11	6.67	0	1.11	11.11	5.56	0	0	0	10.00	2.22	0	4.44	0	1.11	1.11	0	0	0	3.33	0	1.11	0	0	0	1.11	0	2.22	0	0	0	0	8.89	0	2.22	1.11	8.89	0	0	0	1.11	1.11	0	1.11	1.11	0	0	0	0	3.33	0	1.11	0	0	0	0	0	1.11	1.11	0	0	0	0	0	0	0	
JOC-14B-15N	265	4.69	146	0	0	3.77	0	0	7.92	0	0.38	0.38	0	1.51	0	0.38	0	1.51	2.64	0	0.38	6.42	0.38	0.75	1.13	3.77	0	0	0	0.38	0	7.55	0	1.51	18.49	5.66	0	0	1.13	7.92	1.13	0	0.75	0.38	1.13	0	0	1.51	0	3.02	0	0	0	0.38	0	2.26	0.38	1.51	0.38	3.02	0	0	4.15	3.40	0.38	3.40	8.68	0.38	0.75	0	0.75	3.02	0	0	2.26	0	0.75	0	0.38	2.64	0	1.13	0	0	0	0	0	0.38	0.38	0	0	0	1.13	0	0	0	
JOC-14B-16N	6141	4.47	187	0	0.10	3.37	0	0	7.05	0.07	0.64	0.42	0.94	1.69	0.28	0.11	0.42	0.78	1.38	0.57	0.05	7.70	0	0.68	0.39	5.18	0	0.24	0.05	1.66	0.03	7.43	0	0.90	21.40	2.00	0.05	0	0.41	6.63	2.54	0.08	0.59	0.64	1.64	0.54	0	0.72	0.05	2.88	0.07	0.44	0	0.11	0.23	0.73	0.21	2.15	0.28	1.99	0.05	0	5.08	1.74	1.55	1.91	10.06	0.28	0.24	0.03	1.43	3.32	0.18	0.77	1.11	0	0.42	0	0.23	4.18	0.05	0.80	0.02	0.05	0.16	0	0.07	0.78	0.91	0.13	0.08	0	0.23	0.02	0.08	0.10	
JOC-14B-16O	1090	4.42	161	0	0.09	3.12	0	0	6.33	0.09	0.28	0.46	1.01	1.47	0.46	0	0.37	0.64	1.38	0.37	0	9.63	0.09	0.64	0.09	4.86	0	0.18	0	1.93	0	5.78	0	1.38	24.31	1.65	0.37	0	0.46	6.97	2.94	0.18	0.46	1.19	0.83	0.55	0	1.01	0.18	2.57	0	0.55	0	0	0.09	0.73	0.46	2.48	0.18	1.93	0	0	5.32	1.93	1.01	1.47	8.53	0.28	0	0	1.28	2.02	0.09	0.73	1.19	0	0.09	0	0	4.13	0	0.55	0	0.09	0.09	0	0	0.73	0.92	0.09	0	0	0.18	0	0.18	0.09	
JOC-14B-17N	1327	4.80	215	0	0.45	3.62	0	0	7.99	0	0.38	0.30	0.23	1.51	0.75	0.23	0.23	0.68	1.81	0.38	0.08	4.52	0.30	0.68	0.45	4.52	0.15	0.90	0	1.66	0	6.48	0	0.38	21.55	3.09	0	0.08	1.28	8.82	1.13	0.08	1.36	1.21	1.66	0.60	0	1.51	0.23	3.01	0.15	0.30	0	0.15	0.15	0.23	0.15	2.71	0.53	2.34	0.08	0	5.95	1.96	1.43	1.51	8.82	0	0.45	0	1.81	2.49	0	0.75	0.83	0	0.23	0	0	3.32	0.53	0.38	0	0.08	0.08	0	0.15	0.15	0.98	0.30	0	0	0.15	0.08	0	0.15	
JOC-14B-18N	218	4.26	116	0	0	3.67	0	0	7.34	0	0.46	0.46	0.46	0.46	0	0	0.92	1.83	1.83	0.92	0	6.88	0	0.46	0.92	6.88	0	0	0.46	2.75	0	4.59	0	0.92	20.18	1.38	0	0	0.46	4.59	3.67	0	0.92	1.38	0.92	0	0	0	0.92	3.21	0	0	0	0.46	0.46	0.46	0	1.38	0.46	5.05	0	0	4.13	2.29	1.38	3.21	10.55	0	0	0	2.29	2.29	0	1.38	1.83	0	1.38	0	0	3.21	0	0	0	0	1.38	0	0	0	0.92	0	0	0	0	0	0	0	
